algorithm;dataset;privacyModel;k;qids;weighted;iterations;eliteFraction;crossoverFraction;productionFraction;mutationProbability;immigrationFraction;immigrationInterval;subpopulationSize;trianglePattern;dualPopulation;timeLimit;stepLimit;limitByOptimalLoss;batchNumber;time;externalUtility;internalUtility;tuningParameter;gaImplementation
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;1;2231;0.977974825;0;gaImplementation;0
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;1;19972;0.996640182;0;gaImplementation;0
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;1;39884;0.985119615;0;gaImplementation;0
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;2;2660;0.977974825;0;gaImplementation;0
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;2;13189;0.996640182;0;gaImplementation;0
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;2;28458;0.985119615;0;gaImplementation;0
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;3;2441;0.977974825;0;gaImplementation;0
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;3;12709;0.996640182;0;gaImplementation;0
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;3;70436;0.985119615;0;gaImplementation;0
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;4;1636;0.977974825;0;gaImplementation;0
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;4;20864;0.996640182;0;gaImplementation;0
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;4;70061;0.985119615;0;gaImplementation;0
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;5;2429;0.977974825;0;gaImplementation;0
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;5;17271;0.996640182;0;gaImplementation;0
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;true;true;300000;2147483647;true;5;68098;0.985119615;0;gaImplementation;0
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;1;2545;0.977974825;0;gaImplementation;1
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;1;24066;0.996640182;0;gaImplementation;1
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;1;64173;0.985119615;0;gaImplementation;1
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;2;2461;0.977974825;0;gaImplementation;1
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;2;23245;0.996640182;0;gaImplementation;1
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;2;50192;0.985119615;0;gaImplementation;1
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;3;2430;0.977974825;0;gaImplementation;1
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;3;19664;0.996640182;0;gaImplementation;1
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;3;14707;0.985119615;0;gaImplementation;1
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;4;2064;0.977974825;0;gaImplementation;1
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;4;15906;0.996640182;0;gaImplementation;1
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;4;27945;0.985119615;0;gaImplementation;1
