algorithm;dataset;privacyModel;k;qids;weighted;iterations;eliteFraction;crossoverFraction;productionFraction;mutationProbability;immigrationFraction;immigrationInterval;subpopulationSize;trianglePattern;dualPopulation;timeLimit;stepLimit;limitByOptimalLoss;batchNumber;time;externalUtility;internalUtility;tuningParameter;gaImplementation
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;5;1421;0.977974825;0;gaImplementation;1
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;5;18069;0.996640182;0;gaImplementation;1
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;100;false;true;300000;2147483647;true;5;48459;0.985119615;0;gaImplementation;1
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;1;2265;0.977974825;0;gaImplementation;2
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;1;13773;0.996640182;0;gaImplementation;2
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;1;69503;0.985119615;0;gaImplementation;2
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;2;904;0.977974825;0;gaImplementation;2
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;2;21216;0.996640182;0;gaImplementation;2
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;2;58932;0.985119615;0;gaImplementation;2
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;3;1588;0.977974825;0;gaImplementation;2
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;3;17679;0.996640182;0;gaImplementation;2
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;3;62834;0.985119615;0;gaImplementation;2
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;4;2135;0.977974825;0;gaImplementation;2
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;4;18117;0.996640182;0;gaImplementation;2
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;4;46824;0.985119615;0;gaImplementation;2
BEST_EFFORT_GENETIC;ADULT;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;5;1902;0.977974825;0;gaImplementation;2
BEST_EFFORT_GENETIC;ATUS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;5;18831;0.996640182;0;gaImplementation;2
BEST_EFFORT_GENETIC;IHIS;POPULATION_UNIQUENESS;5;0;false;2147483647;0.2;0.4;0.8;0.05;0.2;10;200;false;false;300000;2147483647;true;5;68132;0.985119615;0;gaImplementation;2
