age;familysize;gender;married;race;religion;Q1A;Q2A;Q3A;Q4A;Q5A;Q6A;Q7A;Q8A;Q9A;Q10A
40;4;0;1;7;0;2;0;4;4;4;4;3;0;1;1
62;7;1;1;7;8;2;0;4;4;0;4;3;1;1;1
45;4;1;1;7;1;2;1;4;3;4;4;3;0;1;1
15;7;0;1;7;11;2;4;4;3;0;4;3;0;1;1
45;5;1;1;7;8;2;4;4;4;3;4;4;3;1;1
35;7;1;1;7;8;2;3;4;4;0;4;3;3;1;1
0;7;1;2;7;8;2;0;3;4;4;3;4;1;1;1
52;4;1;2;7;8;2;0;4;3;3;4;4;0;1;1
10;0;1;3;0;5;4;4;0;1;2;0;0;0;2;4
22;3;1;3;2;4;4;4;0;0;2;0;0;2;1;4
6;3;0;3;4;6;4;4;0;0;2;0;0;2;1;0
9;1;0;1;0;6;4;1;1;4;2;2;0;2;3;3
26;1;1;1;0;8;5;2;1;4;0;2;1;3;1;3
22;2;0;1;0;5;4;3;2;0;3;2;1;3;2;3
26;1;0;1;0;5;4;4;2;3;2;2;0;2;2;4
41;2;0;1;2;5;4;4;2;4;2;2;0;2;0;0
17;0;1;1;3;8;5;0;3;4;0;2;1;1;1;2
39;2;1;1;0;6;5;1;3;3;4;2;1;1;1;2
19;2;0;1;2;4;4;1;3;3;1;2;1;0;1;2
45;2;1;1;2;6;4;2;4;4;1;2;1;0;1;0
13;0;0;2;0;6;5;3;1;2;3;2;0;0;0;2
22;1;0;2;2;8;4;4;0;2;3;2;1;1;0;4
37;0;0;2;0;12;4;3;0;2;2;2;0;2;0;0
29;1;0;2;0;8;4;2;0;2;2;2;0;3;2;0
19;1;1;2;0;8;4;2;0;2;2;2;1;2;1;3
34;2;1;2;2;11;4;4;1;1;3;3;1;3;4;4
46;0;0;2;1;0;4;0;0;1;3;3;0;2;3;1
2;2;0;2;2;5;4;0;0;3;2;3;0;1;1;1
41;0;0;2;2;1;5;4;1;3;2;3;1;2;2;3
26;0;1;2;3;1;5;4;1;3;2;3;0;3;2;0
31;2;1;2;2;0;5;0;0;4;2;3;1;3;1;4
9;2;0;2;4;1;5;3;1;4;0;3;0;3;3;1
42;0;1;2;0;5;4;4;2;0;1;3;1;3;1;3
14;2;1;2;2;1;5;3;2;1;3;3;0;0;1;4
33;3;1;2;0;8;5;4;2;1;4;3;1;0;1;4
46;0;1;2;1;6;5;1;3;2;1;3;0;4;4;3
31;2;0;2;1;0;5;2;4;2;3;3;1;3;1;1
62;0;1;2;2;4;4;4;3;0;2;4;0;2;1;1
29;2;1;2;0;0;4;4;4;1;0;4;1;2;1;0
2;1;0;2;0;2;5;0;4;1;3;4;0;4;1;1
28;2;0;2;2;1;5;3;4;4;3;4;1;2;1;4
36;1;0;2;0;6;5;4;4;4;3;4;0;2;1;1
33;2;1;2;1;4;5;1;3;4;3;4;1;3;1;2
59;5;1;1;2;8;5;4;3;1;2;3;0;1;3;1
33;5;0;1;0;2;4;3;3;1;2;3;1;4;3;0
42;4;1;1;2;1;5;3;3;3;3;3;1;0;3;2
42;5;1;1;2;0;4;1;3;3;4;3;1;2;1;4
21;5;1;1;5;0;4;1;4;0;2;4;0;0;1;1
27;6;0;1;0;0;4;0;4;0;2;4;1;2;1;4
42;4;1;1;0;1;4;4;4;1;1;4;0;3;3;1
46;4;0;2;1;4;5;0;0;4;3;0;0;0;3;1
50;6;0;2;2;8;4;1;0;4;2;0;0;1;2;0
65;4;0;2;2;1;5;3;0;3;0;0;0;0;1;2
48;4;1;2;0;1;5;3;1;3;4;0;0;0;2;0
53;4;1;2;2;1;5;3;1;3;0;0;1;1;3;4
35;6;1;2;4;8;4;4;1;3;2;0;0;3;3;4
13;4;0;2;1;2;5;0;3;3;3;3;1;1;3;3
0;5;0;2;2;7;4;4;3;3;2;3;0;3;0;1
31;4;0;2;2;5;5;3;3;3;3;3;0;4;3;4
9;5;1;2;0;5;5;3;4;3;2;3;1;1;1;2
19;10;0;2;2;10;4;0;4;4;1;3;0;2;1;1
34;4;0;2;1;1;4;4;0;0;2;4;0;2;0;0
35;4;0;2;2;0;4;4;0;1;3;4;1;3;2;2
18;5;1;2;2;0;4;0;1;0;2;4;0;2;1;1
28;5;0;2;3;0;5;0;1;1;2;4;0;3;1;1
8;2;1;1;0;2;4;4;1;0;2;0;2;0;2;4
14;2;1;1;2;6;4;3;0;0;2;0;2;2;1;0
39;2;0;1;0;1;4;3;0;0;2;0;2;2;1;0
21;1;0;1;0;1;4;4;0;1;3;0;2;2;0;0
48;2;0;1;2;5;4;4;0;3;2;0;2;2;0;0
0;1;1;1;4;6;5;2;1;3;2;1;2;1;3;4
9;3;0;1;0;5;5;3;1;3;3;2;2;1;3;2
32;2;1;1;0;5;5;4;1;3;2;2;2;3;3;4
4;2;0;1;0;3;4;4;0;3;3;2;2;0;4;1
21;2;0;1;2;0;4;4;2;2;2;2;2;2;0;3
9;2;1;1;2;0;5;3;2;2;1;2;2;4;2;3
7;2;1;1;2;3;4;2;2;2;1;2;2;3;1;2
22;0;0;1;0;8;5;3;3;1;2;2;2;2;4;2
18;2;0;1;0;2;5;4;3;1;3;2;2;2;3;3
13;0;1;1;1;4;5;0;3;1;1;2;2;3;1;1
22;2;0;1;1;6;5;3;3;1;2;2;2;4;3;0
23;1;0;1;2;10;4;1;4;1;3;2;2;0;1;1
22;1;1;1;0;5;4;2;3;2;2;2;2;1;2;1
21;0;1;1;0;2;4;3;3;3;3;2;2;3;1;3
4;0;1;1;1;6;5;1;4;3;1;2;2;0;1;2
12;4;0;0;1;0;5;3;1;2;3;2;2;3;2;4
3;4;1;0;2;0;5;3;1;2;1;2;2;3;2;2
6;4;1;0;1;6;4;3;1;4;2;2;2;3;2;1
11;4;0;0;1;0;5;3;0;3;1;2;2;2;1;2
3;4;0;0;3;0;4;2;2;1;3;2;2;3;1;4
18;4;1;0;2;1;4;3;2;0;3;2;2;3;3;4
1;5;3;0;4;3;5;2;2;1;3;2;2;0;1;3
14;4;0;0;0;2;4;2;2;2;3;2;2;3;3;1
6;4;1;0;2;5;4;1;3;1;2;2;2;1;0;4
10;4;1;0;3;5;4;2;3;1;1;2;2;2;1;2
22;5;1;0;5;1;4;3;4;1;2;2;2;0;1;1
11;5;1;0;0;0;4;4;3;1;2;2;2;3;3;4
12;6;0;0;0;1;4;4;3;2;2;2;2;3;4;1
24;4;0;0;0;5;5;4;4;4;3;2;2;3;1;1
14;5;0;0;0;2;5;1;3;3;4;2;2;3;1;2
10;8;0;0;3;5;4;1;4;3;1;2;2;3;1;2
6;7;0;0;1;10;4;0;4;0;3;3;2;0;1;1
24;4;1;0;1;4;5;1;3;1;2;3;2;3;2;2
22;4;1;0;0;0;4;2;3;0;2;3;2;1;3;4
20;5;1;0;0;10;4;3;3;1;2;3;2;2;3;4
9;8;1;0;2;8;4;3;4;1;2;3;2;3;2;3
3;8;0;0;5;10;4;4;4;0;2;3;2;2;1;0
9;4;0;0;0;0;4;3;3;3;2;3;2;1;2;4
11;4;0;0;2;0;5;0;2;3;4;4;2;0;1;1
5;5;1;0;0;0;4;4;2;3;4;4;2;2;1;2
14;4;1;0;0;2;5;3;3;4;3;4;2;3;1;2
2;4;0;0;0;2;4;4;4;4;3;4;2;2;1;3
23;2;1;1;0;9;5;0;4;4;3;0;3;0;1;1
26;1;0;1;0;2;5;1;4;4;3;0;3;2;3;4
32;2;0;1;0;3;4;0;3;2;2;1;3;3;1;4
0;2;0;1;0;2;4;4;4;2;3;1;3;0;3;1
9;2;0;1;0;2;5;1;3;3;2;2;4;2;1;2
58;0;0;1;2;5;5;2;3;3;4;2;3;3;3;4
22;1;0;1;0;8;5;3;3;3;1;2;4;3;3;2
2;2;1;1;2;9;4;3;4;4;1;2;4;2;1;1
22;1;0;1;0;2;4;4;3;3;2;2;4;0;1;4
4;3;1;1;0;6;4;0;3;3;3;2;4;4;2;2
18;2;0;1;5;10;5;2;4;3;0;2;3;4;1;2
52;1;0;2;0;2;4;4;0;1;2;0;3;1;0;4
13;2;1;2;0;9;5;3;1;0;3;0;4;2;1;2
22;2;0;2;0;8;4;3;4;4;2;0;3;2;2;1
9;2;1;2;2;6;4;4;3;3;2;0;4;3;1;0
2;1;0;2;1;9;4;4;4;4;2;0;3;2;1;1
42;2;1;2;2;4;5;4;4;4;3;0;3;2;1;1
34;0;0;2;2;5;4;4;3;4;2;0;4;1;1;4
34;2;3;2;4;3;4;1;4;1;3;3;4;1;3;2
37;3;1;2;0;9;5;3;4;1;2;3;3;2;3;0
18;0;1;2;2;0;4;0;4;0;4;3;3;2;1;0
62;0;1;2;6;4;4;0;4;1;2;4;3;2;1;1
19;2;1;2;3;4;5;0;4;1;2;4;3;2;1;1
26;0;0;2;0;2;4;4;4;1;3;4;3;3;1;1
26;0;1;2;2;0;5;2;3;1;2;4;4;4;1;1
51;2;1;2;0;9;4;1;4;4;2;4;3;2;1;1
32;1;0;2;2;9;4;4;4;4;2;4;3;2;1;1
14;0;1;2;2;8;5;3;4;4;2;4;3;3;1;0
37;0;0;2;0;3;4;4;3;4;2;4;3;0;2;4
3;4;0;0;2;1;4;0;0;4;2;0;3;2;1;0
15;6;0;0;1;0;5;4;1;3;2;0;3;2;1;1
31;5;1;0;0;2;4;4;0;3;2;0;3;2;1;4
26;5;1;0;0;5;4;1;1;4;3;1;4;0;1;2
10;4;1;0;2;3;5;0;1;3;2;1;3;3;1;2
9;6;0;0;0;0;4;4;3;2;3;1;3;2;3;4
13;4;1;0;0;2;4;4;3;2;3;1;4;2;4;3
21;4;1;0;0;0;5;0;4;4;0;1;3;3;1;1
29;6;1;0;2;1;4;0;0;0;1;2;3;0;1;4
1;6;0;0;1;1;4;3;0;1;1;2;3;3;0;4
11;6;1;0;2;4;4;4;1;1;3;2;4;4;1;4
1;4;1;0;2;1;5;0;2;1;2;2;4;3;2;3
32;4;0;0;2;0;4;3;2;2;3;2;4;2;3;2
8;4;1;0;1;1;5;4;3;1;3;2;3;4;1;2
12;4;0;0;2;0;4;4;4;1;1;2;4;2;2;3
0;4;1;0;2;5;4;1;4;1;4;2;4;4;1;1
10;4;1;0;0;0;5;1;3;3;2;2;3;2;3;1
14;13;2;0;0;0;5;3;4;3;0;2;4;3;3;2
3;5;0;0;0;10;4;4;4;4;4;2;3;3;1;1
22;5;0;0;1;0;4;3;4;4;3;2;4;3;1;1
2;5;0;0;0;10;4;1;4;4;1;2;3;4;2;2
14;5;1;1;0;2;5;3;3;0;1;3;3;3;1;1
13;8;0;1;0;2;4;1;1;0;2;4;4;1;1;1
33;5;0;1;5;10;5;1;1;1;1;4;4;3;1;1
53;6;0;1;0;9;5;1;4;2;3;4;4;4;1;1
32;6;1;2;0;0;4;4;3;3;2;3;3;2;1;1
33;4;1;2;0;8;4;4;3;3;4;3;4;2;3;4
42;5;0;2;2;0;4;1;3;4;1;3;3;0;1;1
17;4;1;2;0;10;4;0;4;1;2;4;3;2;1;0
14;5;0;2;0;2;5;3;4;1;3;4;4;2;3;2
0;4;0;2;1;4;5;0;4;0;4;4;4;3;1;1
46;5;0;2;2;10;5;0;4;0;1;4;3;0;1;1
48;8;0;2;0;3;5;1;3;4;3;4;3;3;1;1
16;1;0;3;7;5;4;3;0;0;2;0;0;2;0;0
14;1;0;3;7;5;4;3;0;0;2;0;0;2;2;0
10;2;0;3;7;4;5;3;1;0;2;0;0;3;3;4
39;3;0;3;7;8;5;4;1;0;2;0;0;3;2;0
34;2;1;1;7;8;5;2;0;0;2;2;0;2;3;1
19;0;0;1;7;8;5;4;0;0;3;2;0;1;0;0
0;2;0;1;7;8;4;3;1;1;3;2;0;3;4;3
29;1;1;1;7;10;4;4;1;1;2;2;1;3;1;1
5;0;0;1;7;8;5;1;2;0;2;2;1;3;2;0
19;2;0;1;7;8;4;2;3;1;2;2;1;3;2;4
32;0;1;1;7;8;5;2;3;4;2;2;1;0;1;2
14;0;0;2;7;8;5;3;1;2;2;2;1;2;3;4
37;0;1;2;7;5;5;4;2;2;1;2;0;3;4;3
52;2;1;2;7;5;4;0;2;2;2;2;1;4;1;1
48;0;1;2;7;5;5;3;2;3;3;2;1;1;1;3
33;1;1;2;7;0;5;3;2;4;2;2;0;1;1;0
0;1;0;2;7;0;5;0;2;4;3;2;0;0;2;2
14;2;0;2;7;1;4;0;2;3;2;2;0;1;1;3
14;2;1;2;7;10;4;3;2;4;1;2;0;1;2;3
9;1;0;2;7;0;4;4;3;3;2;2;1;0;1;0
23;2;0;2;7;6;5;1;4;3;2;2;1;3;1;4
45;0;0;2;7;6;5;2;3;3;3;2;1;3;3;2
25;1;1;2;7;11;4;3;3;3;2;2;1;4;1;4
0;0;1;2;7;6;5;2;3;4;1;2;1;3;1;2
39;0;1;2;7;8;5;0;1;1;3;3;1;1;1;0
39;2;0;2;7;11;4;4;1;0;2;3;0;2;2;0
36;2;1;2;7;8;4;3;3;1;2;3;1;3;2;2
49;0;1;2;7;8;5;0;3;0;0;4;1;1;1;0
48;5;0;0;7;5;4;0;1;4;2;2;1;2;1;3
11;4;1;0;7;10;5;1;2;1;4;2;0;4;1;3
18;5;0;0;7;8;5;3;4;2;4;2;0;2;1;4
7;4;0;0;7;10;4;3;3;2;3;2;1;2;4;1
12;4;1;0;7;8;5;3;0;2;3;3;0;3;1;4
2;4;1;0;7;8;5;2;0;3;4;3;0;3;1;2
15;4;0;0;7;10;5;4;2;2;3;3;0;3;3;4
11;4;2;0;7;8;5;2;2;3;4;3;1;3;3;2
4;4;1;0;7;8;5;2;2;4;4;3;0;1;3;1
33;4;1;0;7;8;5;1;0;4;4;4;0;0;1;2
6;4;0;0;7;11;5;3;4;4;3;4;0;0;1;2
32;8;1;1;7;8;4;3;2;0;2;2;0;2;0;0
26;4;0;1;7;0;4;4;2;0;3;2;1;2;4;3
32;6;0;1;7;11;4;4;2;1;4;2;0;1;1;1
32;4;1;1;7;4;5;1;3;1;3;2;1;0;0;2
14;7;1;1;7;8;5;3;3;0;2;2;1;3;3;4
22;5;1;1;7;4;4;3;3;1;2;2;0;2;1;4
37;4;1;1;7;7;4;3;4;1;3;2;0;3;1;4
30;5;1;1;7;6;5;0;3;3;3;2;0;0;1;1
25;4;1;1;7;8;5;4;4;3;3;2;1;0;1;2
13;4;1;1;7;5;5;4;3;3;0;2;1;3;3;2
9;4;1;1;7;4;4;4;4;3;2;2;1;2;3;1
63;4;0;1;7;6;5;2;3;4;3;2;1;3;1;2
38;5;0;1;7;4;4;1;4;4;0;2;1;2;1;1
23;4;0;2;7;8;5;3;1;2;2;0;0;3;1;0
34;7;0;2;7;8;4;4;1;2;2;1;1;2;2;3
48;4;0;2;7;8;4;0;0;1;2;2;0;2;4;4
13;5;0;2;7;0;4;0;0;1;2;2;0;2;0;0
22;4;1;2;7;5;5;1;0;1;2;2;0;0;1;0
19;5;1;2;7;0;5;3;0;0;3;2;0;4;3;2
36;6;1;2;7;0;5;3;1;1;4;2;0;0;4;2
34;4;0;2;7;6;4;1;0;0;4;2;0;0;1;0
37;4;0;2;7;0;4;3;1;1;3;2;1;1;1;1
33;4;0;2;7;5;4;4;0;1;1;2;0;3;0;4
36;4;0;2;7;4;5;4;1;0;3;3;1;2;3;2
53;9;1;2;7;8;4;4;0;1;2;3;0;2;0;2
65;5;0;2;7;8;5;2;4;3;4;3;0;0;1;3
23;10;0;2;7;8;5;4;4;4;2;4;0;0;1;0
63;4;0;2;7;8;4;4;4;4;2;4;0;2;1;1
8;2;0;0;7;10;5;3;2;2;2;1;2;3;2;3
12;1;0;0;7;11;4;1;3;2;3;1;2;3;3;2
11;3;0;0;7;8;5;2;1;4;2;2;2;0;3;1
24;1;1;0;7;8;5;1;2;3;1;2;2;4;1;3
16;2;0;0;7;8;5;2;2;3;3;2;2;1;3;3
24;2;0;0;7;8;5;3;3;3;3;2;2;0;1;2
12;2;0;0;7;9;5;3;3;3;4;2;2;0;1;0
3;2;1;0;7;7;5;3;3;4;1;2;2;3;3;3
38;1;1;0;7;8;4;1;3;4;2;2;2;0;1;4
60;0;1;1;7;8;5;3;0;0;2;0;2;3;4;1
4;1;0;1;7;8;5;0;1;1;4;0;2;0;3;1
31;2;1;1;7;6;4;3;2;4;2;1;2;4;1;3
28;2;0;1;7;11;5;3;3;1;2;1;2;3;2;4
5;2;1;1;7;8;5;3;4;0;3;1;2;3;3;2
29;1;1;1;7;11;4;2;1;1;4;2;2;3;1;3
39;0;0;1;7;11;4;4;0;2;2;2;2;2;2;2
15;1;1;1;7;0;4;4;2;0;2;2;2;2;4;3
18;2;0;1;7;8;4;2;2;0;1;2;2;3;1;2
62;0;1;1;7;8;5;0;2;2;3;2;2;1;1;0
62;1;0;1;7;8;4;3;4;0;3;2;2;3;1;1
18;2;0;1;7;10;4;4;3;0;2;2;2;2;2;1
28;2;1;1;7;8;4;3;3;1;1;2;2;1;1;1
2;0;1;1;7;8;4;3;3;2;3;2;2;2;2;2
33;3;0;1;7;8;4;4;4;2;2;2;2;2;3;0
5;2;1;1;7;0;4;3;3;4;2;2;2;3;1;4
34;2;0;1;7;5;5;3;4;4;2;2;2;0;1;1
33;1;0;1;7;1;4;3;4;3;1;2;2;0;1;4
98;3;2;1;7;1;4;4;4;3;2;2;2;1;1;1
9;1;1;1;7;1;5;0;4;4;0;3;2;0;1;1
31;2;1;1;7;8;4;1;3;3;3;3;2;0;1;2
18;2;1;1;7;10;5;3;4;4;3;3;2;2;3;4
28;2;0;1;7;8;5;3;3;1;1;4;2;3;1;1
4;0;0;1;7;8;4;0;3;4;2;4;2;2;1;4
46;3;1;2;7;0;4;4;0;0;2;1;2;3;2;3
44;2;1;2;7;1;5;2;1;0;2;1;2;4;4;1
14;2;0;2;7;1;4;3;1;0;3;1;2;1;4;4
9;0;2;2;7;1;5;4;1;1;3;2;2;3;3;3
21;2;1;2;7;0;4;4;1;1;2;2;2;2;2;1
63;0;1;2;7;6;5;3;0;0;2;2;2;4;2;4
23;1;0;2;7;4;5;3;0;1;2;2;2;1;4;4
25;1;0;2;7;4;4;4;0;1;1;2;2;0;2;4
49;0;0;2;7;6;4;3;0;4;2;2;2;3;2;1
21;2;1;2;7;4;4;4;0;4;3;2;2;2;2;3
17;2;1;2;7;8;4;4;0;4;2;2;2;2;2;0
17;0;1;2;7;6;5;3;1;3;3;2;2;1;1;2
39;1;0;2;7;2;5;2;0;3;3;2;2;4;2;3
34;2;1;2;7;5;5;3;3;2;0;2;2;1;1;1
56;2;1;2;7;4;5;4;4;2;3;2;2;1;1;0
28;2;1;2;7;1;5;3;4;2;2;2;2;2;1;1
59;1;0;2;7;1;5;4;3;2;3;2;2;3;3;2
0;0;0;2;7;0;5;3;4;2;4;2;2;0;3;4
20;4;0;0;7;8;5;4;2;1;3;1;2;3;3;3
29;6;1;0;7;0;5;0;3;0;2;3;2;3;3;1
15;4;0;0;7;11;5;2;3;0;3;3;2;2;3;1
1;4;1;0;7;5;4;4;4;4;2;4;2;2;2;1
32;4;1;1;7;0;5;1;3;3;4;3;2;3;1;2
18;2;0;0;7;8;4;4;1;4;2;2;3;0;4;4
1;0;1;0;7;8;5;2;2;0;1;2;4;1;2;3
4;2;0;0;7;8;4;1;3;4;3;2;4;2;3;1
8;2;0;0;7;8;5;1;4;3;0;2;4;0;1;1
22;1;0;1;7;8;4;2;0;1;3;0;3;3;1;0
30;2;1;1;7;1;5;3;1;4;0;0;4;0;3;2
42;0;1;1;7;8;4;3;3;0;2;0;4;4;4;2
34;2;2;1;7;8;5;1;4;3;3;0;4;2;3;4
0;2;1;1;7;8;5;4;3;3;2;0;4;3;3;1
49;2;1;1;7;8;4;0;3;3;0;0;3;0;1;1
3;2;1;1;7;0;5;1;1;1;3;1;3;2;2;4
41;0;0;1;7;8;4;4;1;3;2;1;4;2;3;2
33;2;1;1;7;8;5;3;0;4;2;1;4;4;1;1
36;0;1;1;7;8;5;1;3;1;3;1;3;3;1;2
25;2;1;1;7;1;5;1;4;1;3;1;4;3;1;1
61;2;1;1;7;11;4;3;4;1;2;1;4;1;1;1
51;0;0;1;7;8;4;0;4;4;0;1;3;0;1;1
65;0;0;1;7;0;4;4;4;0;3;2;3;3;1;1
28;2;0;1;7;0;4;3;4;1;2;2;4;0;1;1
44;0;0;1;7;8;5;3;3;3;2;2;4;3;3;1
39;0;1;1;7;8;5;2;3;3;3;2;4;0;1;2
22;2;1;1;7;8;5;0;3;2;4;3;4;3;3;4
62;0;1;1;7;8;4;0;4;2;1;4;4;1;1;2
35;2;0;2;7;8;5;4;1;0;3;0;3;3;4;4
42;2;0;2;7;4;5;2;4;3;4;0;3;3;1;4
59;0;1;2;7;6;5;3;3;3;4;0;4;0;1;3
34;0;1;2;7;8;4;0;4;4;2;0;3;2;1;1
34;0;1;2;7;9;4;2;1;2;3;3;4;2;1;2
0;2;0;2;7;8;4;2;0;2;3;3;3;4;1;1
27;1;0;2;7;8;5;1;0;4;2;3;4;3;1;2
8;6;1;0;7;10;4;0;0;0;2;0;3;2;0;0
13;4;1;0;7;8;4;1;1;1;2;1;4;3;4;2
6;5;0;0;7;8;4;0;3;0;2;1;3;3;0;2
3;4;0;0;7;6;4;0;2;1;2;2;3;3;0;1
9;5;0;0;7;5;4;3;2;0;3;2;3;0;1;4
1;5;2;0;7;8;4;4;2;1;3;2;4;1;4;1
2;4;0;0;7;5;4;3;2;0;3;2;4;3;2;1
2;5;0;0;7;0;5;1;2;1;1;2;4;1;4;3
31;5;1;0;7;1;4;0;2;0;2;2;3;4;2;1
4;5;1;0;7;0;5;0;4;4;3;2;3;2;1;1
8;7;0;0;7;6;4;4;4;4;2;2;4;2;0;2
26;5;1;0;7;0;5;1;3;4;0;2;4;1;3;2
31;4;1;0;7;5;5;2;4;3;3;2;3;1;1;2
31;7;1;0;7;8;5;3;3;3;3;2;4;1;4;2
37;4;0;1;7;8;5;1;1;3;3;3;4;1;3;2
41;5;1;1;7;11;4;4;0;4;3;3;3;3;1;1
37;4;1;1;7;0;5;3;3;2;3;3;4;4;1;2
30;4;0;1;7;8;4;4;4;2;1;3;4;4;1;0
42;5;1;1;7;11;5;4;4;4;2;3;4;1;1;1
50;4;1;1;7;11;5;4;4;3;3;3;4;2;3;1
52;4;0;1;7;8;4;0;4;0;4;4;3;3;1;1
9;4;1;1;7;8;4;0;3;0;2;4;4;2;1;0
53;5;0;1;7;8;5;0;4;4;4;4;3;0;1;2
33;6;0;1;7;12;5;1;4;3;0;4;3;2;1;0
30;5;0;1;7;8;4;4;3;4;2;4;4;2;2;1
9;6;1;2;7;1;4;4;0;0;2;0;4;2;0;1
59;5;1;2;7;5;4;4;0;1;2;0;4;2;1;1
20;4;0;2;7;5;5;1;0;1;2;0;4;2;4;4
30;7;0;2;7;12;4;0;0;0;4;0;3;0;0;3
49;7;1;2;7;4;4;0;0;0;2;0;3;0;1;1
41;4;0;2;7;8;4;4;0;0;2;0;4;4;0;1
28;4;1;2;7;11;5;0;4;1;0;3;4;1;3;1
37;5;1;2;7;8;4;3;4;1;2;3;3;0;1;1
35;4;0;2;7;0;4;3;4;1;2;3;4;2;1;2
62;4;1;2;7;8;4;0;4;4;0;3;3;0;1;1
42;5;1;2;7;0;5;3;3;3;1;3;4;1;1;2
42;5;1;2;7;8;5;0;0;3;2;4;3;0;1;1
45;6;1;2;7;8;4;0;0;4;3;4;3;0;1;1
45;4;0;2;7;0;4;0;4;0;2;4;3;0;1;0
5;4;0;2;7;8;4;0;3;2;1;4;3;0;1;1
46;7;0;2;7;8;5;0;4;4;2;4;3;2;1;1
6;7;1;2;7;8;4;0;4;4;2;4;3;4;1;1
31;4;1;0;0;6;1;1;1;2;4;1;1;0;1;4
12;5;0;0;1;1;0;0;1;4;0;2;0;0;1;1
18;4;1;0;1;4;0;0;2;2;0;2;1;1;3;2
26;7;1;0;2;4;0;1;2;4;0;2;0;1;1;3
29;5;1;1;3;5;0;1;1;2;0;1;1;0;1;4
20;5;1;1;2;0;0;0;3;2;0;1;1;0;1;1
62;7;1;1;2;4;0;0;1;2;0;2;1;0;1;4
38;5;0;1;2;6;1;1;1;3;0;2;1;0;1;4
32;1;0;1;4;8;1;1;0;0;0;2;0;0;1;2
36;0;1;1;1;4;1;0;1;2;4;2;1;1;1;1
38;4;0;1;1;6;0;0;4;2;4;2;1;0;1;1
45;15;3;1;4;3;0;0;4;4;4;2;0;0;1;1
4;4;1;1;0;0;0;0;2;1;0;3;1;0;1;1
17;5;0;1;1;8;0;0;4;2;0;4;1;0;1;1
33;6;1;1;2;8;0;1;3;2;4;3;1;1;1;3
15;5;1;2;1;0;1;0;1;0;0;1;1;1;3;1
60;4;0;2;4;1;0;0;1;2;0;0;0;0;1;4
38;4;1;2;2;8;1;0;1;3;4;1;1;0;1;1
25;5;1;2;3;6;0;0;3;3;0;1;1;0;1;1
34;4;1;2;4;2;0;0;3;4;0;4;1;0;1;1
21;4;1;2;0;5;0;0;4;0;0;4;0;0;1;1
9;5;1;2;3;0;0;0;4;2;4;4;1;0;1;2
37;5;1;2;4;8;0;0;4;4;0;3;1;0;1;3
17;4;1;2;2;8;1;0;4;3;4;3;0;0;1;1
1;4;1;0;3;7;1;0;4;2;3;1;1;1;3;2
29;4;0;1;2;8;0;0;4;2;3;1;0;1;1;2
53;4;1;2;1;0;0;0;0;4;3;1;0;0;1;2
60;6;0;2;2;4;0;1;0;1;2;3;0;1;3;1
52;10;1;2;5;7;0;0;4;0;2;4;0;0;1;1
5;0;1;2;2;8;1;0;4;1;3;3;1;1;3;1
35;4;1;2;2;6;0;1;3;1;3;4;1;0;1;2
49;6;1;2;5;5;0;1;1;4;0;1;1;2;1;1
1;5;1;0;5;0;1;0;2;2;3;2;0;3;3;2
14;4;1;1;2;8;1;1;2;1;3;1;1;3;3;2
7;4;0;0;1;1;1;0;1;0;0;2;2;0;1;2
12;4;0;0;2;1;0;1;3;2;4;2;2;1;3;1
6;5;1;0;0;10;1;1;1;2;0;3;2;1;1;3
28;3;1;1;2;0;0;0;3;2;0;3;2;1;1;1
25;5;1;1;1;6;0;0;3;4;0;4;2;0;1;1
32;1;1;1;0;8;0;1;3;2;4;4;2;0;1;2
33;4;1;1;2;4;0;1;4;4;0;4;2;0;1;1
49;2;3;1;4;3;1;0;3;2;4;3;2;0;1;1
21;1;1;1;0;6;1;1;3;1;4;3;2;1;1;1
23;4;1;2;2;1;0;0;3;4;4;3;2;0;1;2
38;0;1;2;3;5;0;0;4;2;4;3;2;0;1;0
34;1;0;2;2;11;0;0;3;2;4;3;2;1;4;3
7;4;0;0;0;10;1;1;3;1;1;2;2;1;2;4
24;5;2;0;3;8;0;0;4;0;1;4;2;0;2;1
1;4;1;0;1;4;0;0;1;0;3;1;2;0;2;1
21;4;0;0;2;0;0;0;2;0;2;3;2;0;1;1
8;4;1;0;2;8;0;1;2;0;2;4;2;0;1;3
12;7;1;0;0;10;1;1;4;1;3;4;2;1;1;1
22;4;0;0;0;1;1;1;2;3;0;3;2;4;1;2
20;5;1;0;1;6;1;1;3;2;4;1;4;1;1;3
16;4;1;0;2;5;0;1;3;4;0;2;4;0;1;2
53;8;0;1;1;1;0;0;3;3;0;0;3;1;2;1
45;4;1;1;2;11;0;0;0;0;0;4;3;0;1;1
13;0;1;2;0;0;0;0;4;4;0;0;4;0;1;1
38;3;1;2;2;4;1;1;3;4;0;1;4;0;1;1
26;0;1;2;2;9;1;1;1;2;0;4;3;1;1;2
26;6;1;0;0;1;0;0;4;2;1;2;3;0;1;1
29;5;1;0;0;2;1;1;3;2;1;2;4;1;1;1
32;4;1;1;5;10;1;0;3;0;1;3;4;0;1;3
26;4;0;0;0;12;1;1;1;4;2;0;4;1;4;1
20;5;0;0;2;5;0;0;2;4;2;2;3;0;1;1
26;4;1;0;0;10;0;0;4;2;3;2;3;1;1;1
