age;familysize;gender;married;race;religion;Q1A;Q2A;Q3A;Q4A;Q5A;Q6A;Q7A;Q8A;Q9A;Q10A
36;0;0;2;7;8;0;2;4;3;3;4;3;0;1;1
51;1;0;2;7;8;1;2;4;3;3;4;4;3;1;2
61;2;0;2;7;8;0;0;4;4;0;3;4;0;1;2
22;0;0;2;7;8;0;0;4;4;4;3;4;0;1;1
46;1;0;2;7;11;1;1;4;4;1;3;4;0;1;2
36;1;0;2;7;8;0;0;0;4;0;4;3;0;1;1
50;0;0;2;7;8;0;0;0;4;4;4;4;0;1;1
42;2;0;2;7;8;1;0;1;4;2;4;3;2;1;1
25;2;0;2;7;8;0;0;3;4;4;4;3;0;1;1
32;2;0;2;7;8;0;0;4;4;0;4;3;0;1;1
13;0;0;2;7;8;0;0;4;4;0;4;3;0;1;1
28;2;0;2;7;8;0;0;4;4;1;4;4;1;1;1
41;0;0;2;7;8;0;0;4;4;0;4;3;3;1;1
10;4;0;0;7;0;0;0;0;0;0;0;0;0;1;0
8;4;0;0;7;1;0;1;0;0;0;0;0;1;3;2
7;4;0;0;7;1;0;0;0;0;3;0;0;1;0;0
12;4;0;0;7;0;1;0;1;0;2;0;0;3;1;2
33;4;0;0;7;0;1;1;0;0;2;0;0;2;4;4
20;4;0;0;7;0;1;3;1;0;4;0;0;1;2;4
6;4;0;0;7;1;1;3;1;0;1;0;0;1;3;4
3;4;0;0;7;1;0;4;0;0;2;0;0;1;1;3
10;4;0;0;7;1;1;4;0;0;3;0;0;0;1;2
11;5;0;0;7;1;1;4;1;0;3;0;0;1;4;0
30;10;0;0;7;0;1;3;0;0;2;0;1;4;2;3
10;5;0;0;7;0;0;4;0;0;2;0;0;2;0;0
10;5;0;0;7;1;1;3;0;0;3;0;0;3;0;3
17;4;0;0;7;1;1;3;1;0;3;0;0;2;4;1
42;4;0;0;7;1;1;4;0;0;3;0;0;3;3;0
11;4;0;0;7;1;1;4;0;0;2;0;0;2;2;3
39;4;0;0;7;0;0;1;2;0;1;0;0;3;1;1
20;4;0;0;7;1;0;4;2;0;0;0;0;1;2;2
26;9;0;0;7;1;1;3;2;0;4;0;0;2;0;0
11;7;0;0;7;1;1;3;2;0;2;0;0;3;2;3
3;4;0;0;7;0;0;3;4;0;0;0;0;0;3;4
14;4;0;0;7;0;1;4;4;0;2;0;0;2;1;0
8;4;0;0;7;0;0;0;0;0;0;1;0;1;3;2
12;4;0;0;7;0;0;0;1;0;3;1;0;0;2;0
29;7;0;0;7;0;1;1;1;0;4;1;1;3;4;4
15;4;0;0;7;1;0;1;1;0;3;1;0;3;4;4
6;4;0;0;7;0;1;3;0;0;2;1;0;3;1;4
4;5;0;0;7;3;0;1;2;0;3;1;0;0;1;2
15;4;0;0;7;1;1;1;3;0;2;1;1;3;2;2
21;4;0;0;7;0;1;1;0;1;3;0;0;3;3;4
1;4;0;0;7;1;1;2;0;1;4;0;0;3;3;4
12;4;0;0;7;1;1;3;0;1;4;0;1;0;2;3
11;4;0;0;7;0;1;3;0;1;4;0;0;0;3;3
12;4;0;0;7;0;1;4;1;1;3;0;0;1;1;1
29;4;0;0;7;1;1;3;0;1;2;0;0;4;1;2
3;4;0;0;7;1;1;3;1;1;3;0;0;2;0;0
3;4;0;0;7;0;1;4;0;1;3;0;0;2;3;3
2;4;0;0;7;1;1;4;1;1;3;0;0;3;4;4
3;4;0;0;7;1;0;1;2;1;0;0;0;0;1;3
1;4;0;0;7;0;1;0;2;1;3;0;0;4;1;1
18;4;0;0;7;1;0;0;2;1;2;0;0;3;1;2
11;4;0;0;7;1;1;2;2;1;3;0;0;0;3;4
20;5;0;0;7;0;1;3;2;1;0;0;0;0;0;4
28;4;0;0;7;1;0;4;2;1;3;0;1;4;1;1
12;5;0;0;7;1;0;1;3;1;4;0;0;0;2;3
20;5;0;0;7;1;1;3;3;1;0;0;0;1;3;0
12;4;0;0;7;0;1;4;3;1;2;0;0;4;2;4
10;4;0;0;7;0;0;3;3;1;2;0;1;3;1;3
22;4;0;0;7;0;1;1;1;1;4;1;0;0;1;2
26;4;0;0;7;0;1;0;1;1;2;1;0;0;1;4
29;4;0;0;7;1;1;1;1;1;3;1;1;1;3;2
3;4;0;0;7;0;1;1;1;1;0;1;0;3;2;4
18;7;0;0;7;0;1;0;1;1;1;1;0;3;3;3
12;4;0;0;7;1;1;1;0;1;1;1;1;2;4;0
10;4;0;0;7;1;1;2;1;1;1;1;0;1;3;2
11;5;0;0;7;1;1;2;1;1;3;1;1;1;1;2
22;4;0;0;7;1;1;3;0;1;1;1;1;1;2;2
23;4;0;0;7;1;1;3;1;1;3;1;1;0;3;2
21;4;0;0;7;0;1;3;1;1;3;1;0;1;1;0
3;4;0;0;7;0;1;4;1;1;4;1;0;3;3;0
8;4;0;0;7;1;1;1;2;1;1;1;0;2;1;4
15;4;0;0;7;0;1;2;2;1;1;1;0;1;1;3
6;4;0;0;7;1;0;3;2;1;3;1;1;1;2;2
2;4;0;0;7;0;0;3;2;1;3;1;1;4;3;4
12;4;0;0;7;0;0;4;2;1;3;1;0;3;3;1
7;4;0;0;7;1;1;3;2;1;3;1;0;2;1;3
11;4;0;0;7;1;0;1;4;1;0;1;0;1;1;3
12;5;0;0;7;1;1;3;3;1;1;1;0;1;3;4
6;4;0;0;7;0;1;0;0;2;3;0;0;1;0;4
15;4;0;0;7;1;1;1;0;2;4;0;0;3;1;2
3;4;0;0;7;1;0;2;1;2;0;0;0;3;1;3
3;5;0;0;7;0;1;2;0;2;3;0;1;3;4;4
22;5;0;0;7;1;0;3;0;2;0;0;0;1;1;2
13;8;0;0;7;1;1;3;0;2;4;0;0;1;0;0
12;4;0;0;7;0;0;3;0;2;3;0;0;1;3;3
3;4;0;0;7;0;0;4;0;2;0;0;0;3;1;0
8;5;0;0;7;1;1;4;0;2;0;0;0;2;1;1
32;4;0;0;7;1;1;3;0;2;2;0;0;3;3;4
1;4;0;0;7;1;1;3;1;2;2;0;0;2;3;2
18;4;0;0;7;0;1;2;2;2;4;0;0;1;3;4
14;4;0;0;7;1;1;4;2;2;1;0;0;4;4;3
34;4;0;0;7;1;1;2;3;2;4;0;0;0;2;3
48;7;0;0;7;1;0;0;1;2;3;1;1;1;1;1
24;4;0;0;7;0;1;0;1;2;3;1;1;1;2;3
5;4;0;0;7;0;1;1;0;2;3;1;0;0;1;3
4;4;0;0;7;0;1;2;1;2;3;1;0;3;3;4
8;4;0;0;7;1;0;4;1;2;0;1;0;0;3;2
3;4;0;0;7;0;1;4;1;2;1;1;1;4;4;3
15;5;0;0;7;1;1;3;1;2;3;1;1;2;2;4
14;13;0;0;7;1;0;3;2;2;3;1;0;3;3;2
12;5;0;0;7;1;1;2;2;2;1;1;1;3;2;4
2;4;0;0;7;1;1;0;3;2;0;1;1;1;3;2
10;4;0;0;7;1;1;0;3;2;4;1;1;0;3;3
33;4;0;0;7;0;1;1;3;2;3;1;1;1;0;2
6;4;0;0;7;0;1;1;3;2;3;1;1;1;3;1
9;4;0;0;7;1;1;0;3;2;2;1;0;2;3;2
6;4;0;0;7;0;0;3;3;2;3;1;1;3;1;1
19;4;0;0;7;1;1;3;3;2;3;1;1;3;3;4
42;4;0;0;7;0;1;3;3;2;2;1;1;2;1;3
4;4;0;0;7;1;0;0;0;3;3;0;0;0;1;4
12;4;0;0;7;0;0;0;1;3;3;0;0;0;1;4
12;4;0;0;7;1;1;0;0;3;3;0;0;1;3;4
8;4;0;0;7;0;1;1;0;3;3;0;0;2;2;2
3;6;0;0;7;1;0;3;1;3;3;0;0;1;3;0
11;4;0;0;7;1;0;4;0;3;2;0;0;0;3;4
14;4;0;0;7;0;1;3;0;3;3;0;0;2;3;2
21;4;0;0;7;0;1;3;0;3;3;0;0;3;3;1
20;5;0;0;7;0;1;3;1;3;3;0;0;2;4;4
53;4;0;0;7;1;0;1;2;3;1;0;0;1;3;1
3;4;0;0;7;1;1;2;2;3;2;0;0;3;2;0
5;4;0;0;7;0;0;3;2;3;2;0;0;4;3;4
42;4;0;0;7;0;1;0;4;3;3;0;0;0;1;1
53;4;0;0;7;1;1;1;3;3;4;0;1;3;1;1
3;4;0;0;7;0;1;4;3;3;4;0;0;0;4;0
23;5;0;0;7;1;0;3;3;3;3;0;1;1;2;4
12;5;0;0;7;1;1;3;3;3;2;0;0;1;3;2
6;4;0;0;7;0;0;1;1;3;0;1;1;1;1;2
20;4;0;0;7;0;0;1;1;3;3;1;1;0;1;4
16;4;0;0;7;1;1;0;0;3;3;1;1;1;1;3
6;4;0;0;7;1;1;1;1;3;3;1;1;0;1;1
8;4;0;0;7;1;1;1;1;3;3;1;1;1;3;2
8;4;0;0;7;1;1;0;1;3;4;1;1;3;1;4
0;5;0;0;7;0;1;2;0;3;0;1;1;3;1;2
22;5;0;0;7;1;0;3;1;3;4;1;1;0;1;3
24;4;0;0;7;0;1;3;1;3;4;1;1;1;3;3
18;4;0;0;7;1;1;4;0;3;4;1;1;0;2;2
20;4;0;0;7;0;1;3;0;3;2;1;1;1;1;2
26;4;0;0;7;0;1;3;1;3;3;1;0;4;3;4
5;4;0;0;7;0;1;4;0;3;2;1;0;4;3;4
6;4;0;0;7;1;0;3;1;3;3;1;0;2;4;0
21;4;0;0;7;0;1;3;1;3;3;1;1;2;3;1
5;4;0;0;7;0;1;3;1;3;3;1;0;3;3;4
6;4;0;0;7;0;1;3;1;3;3;1;1;2;1;2
21;4;0;0;7;0;1;4;0;3;2;1;1;2;3;0
12;4;0;0;7;1;1;4;1;3;3;1;0;3;4;0
15;4;0;0;7;1;0;1;2;3;4;1;1;0;3;1
30;4;0;0;7;0;1;1;2;3;3;1;1;1;2;3
21;7;0;0;7;0;1;0;2;3;2;1;0;3;1;1
31;4;0;0;7;1;0;3;2;3;3;1;0;0;3;1
3;4;0;0;7;1;1;4;2;3;4;1;0;3;2;4
21;4;0;0;7;1;1;3;2;3;3;1;1;3;3;1
7;4;0;0;7;1;1;1;3;3;4;1;1;1;1;2
5;6;0;0;7;1;0;0;3;3;3;1;0;0;1;3
10;6;0;0;7;0;0;0;4;3;4;1;1;3;1;3
8;4;0;0;7;0;0;3;4;3;4;1;0;1;1;2
4;4;0;0;7;0;1;3;4;3;4;1;1;0;1;1
6;4;0;0;7;1;1;4;3;3;0;1;0;0;1;1
18;4;0;0;7;3;1;0;0;4;4;0;0;0;4;4
0;5;0;0;7;1;0;1;1;4;2;0;1;1;1;1
10;4;0;0;7;3;0;1;0;4;0;0;0;3;1;1
15;7;0;0;7;0;1;4;0;4;3;0;0;1;2;4
12;4;0;0;7;1;1;3;0;4;3;0;0;3;1;1
4;4;0;0;7;1;1;4;0;4;2;0;0;3;4;0
17;4;0;0;7;0;0;3;2;4;0;0;0;2;1;4
6;4;0;0;7;1;0;0;3;4;0;0;0;0;3;2
10;4;0;0;7;0;1;1;4;4;3;0;0;3;1;1
24;4;0;0;7;0;1;1;0;4;3;1;0;1;2;3
10;4;0;0;7;0;0;1;1;4;3;1;1;2;2;4
26;4;0;0;7;0;1;3;1;4;3;1;1;0;1;1
26;4;0;0;7;1;1;3;1;4;2;1;1;0;3;0
12;4;0;0;7;0;1;1;2;4;1;1;1;1;1;2
18;4;0;0;7;1;0;0;2;4;2;1;0;1;1;2
16;4;0;0;7;1;0;3;2;4;0;1;0;0;3;3
11;4;0;0;7;0;1;2;3;4;0;1;1;3;1;4
5;4;0;0;7;1;1;3;4;4;3;1;0;1;3;4
21;4;0;0;7;0;0;1;1;1;3;2;1;3;1;2
0;4;0;0;7;1;1;2;1;1;3;2;0;1;1;3
15;4;0;0;7;0;0;3;1;1;3;2;1;3;3;2
35;5;0;0;7;1;1;2;1;1;3;2;1;4;3;4
6;4;0;0;7;0;1;3;2;1;3;2;1;2;3;3
12;4;0;0;7;0;0;3;3;1;0;2;0;1;1;2
12;5;0;0;7;1;1;1;1;3;0;2;0;0;1;4
39;4;0;0;7;1;1;1;1;3;3;2;1;1;3;2
22;4;0;0;7;0;1;3;1;3;3;2;1;0;3;4
26;4;0;0;7;1;1;2;2;3;3;2;1;2;1;3
6;4;0;0;7;0;1;1;3;3;4;2;1;0;1;1
8;4;0;0;7;1;1;2;3;3;0;2;1;1;1;2
12;5;0;0;7;0;1;2;3;3;3;2;1;1;3;2
6;4;0;0;7;0;0;2;3;3;2;2;1;3;3;0
34;5;0;0;7;0;0;2;3;3;3;2;1;4;1;4
15;6;0;0;7;0;1;0;1;4;0;2;1;0;1;1
3;4;0;0;7;1;0;3;1;4;3;2;0;0;1;3
8;5;0;0;7;1;0;0;2;4;0;2;1;1;1;1
3;4;0;0;7;1;1;1;2;4;4;2;1;0;1;3
12;4;0;0;7;0;1;3;2;4;3;2;0;3;1;4
0;4;0;0;7;1;0;2;4;4;0;2;0;0;1;3
2;4;0;0;7;0;1;2;3;4;3;2;1;1;1;1
21;4;0;0;7;1;1;3;4;4;4;2;1;0;1;3
10;4;0;0;7;1;1;1;1;0;1;3;0;4;3;3
18;6;0;0;7;1;0;2;0;0;2;3;0;4;2;4
9;4;0;0;7;0;0;4;1;0;2;3;1;2;1;4
21;4;0;0;7;1;1;4;1;0;2;3;1;3;1;0
13;5;0;0;7;0;1;0;2;0;0;3;1;0;1;1
10;4;0;0;7;0;0;1;2;0;2;3;1;1;3;3
23;4;0;0;7;0;0;3;2;0;3;3;0;0;1;1
24;4;0;0;7;1;1;0;1;0;3;4;0;3;1;1
18;4;0;0;7;0;0;4;1;0;2;4;0;0;1;1
7;4;0;0;7;0;1;4;0;0;4;4;0;2;1;1
22;5;0;0;7;0;1;4;3;0;2;4;0;3;2;4
22;4;0;0;7;1;0;0;1;1;0;3;1;1;1;1
25;4;0;0;7;1;1;1;1;1;4;3;1;1;1;2
11;5;0;0;7;0;1;0;0;1;1;3;1;0;2;1
36;4;0;0;7;1;0;0;1;1;3;3;1;0;3;1
3;4;0;0;7;1;1;0;0;1;3;3;0;0;1;1
4;4;0;0;7;0;1;0;1;1;2;3;0;1;1;2
3;5;0;0;7;1;1;1;1;1;2;3;1;0;3;4
30;4;0;0;7;1;1;0;1;1;3;3;1;3;3;3
8;7;0;0;7;1;1;3;1;1;4;3;0;0;2;3
6;4;0;0;7;0;1;3;1;1;1;3;1;4;1;2
11;4;0;0;7;1;1;3;0;1;3;3;0;2;1;4
10;4;0;0;7;1;1;4;0;1;3;3;0;3;1;4
11;4;0;0;7;0;1;3;2;1;2;3;0;2;1;4
13;4;0;0;7;1;0;1;3;1;3;3;1;1;3;2
19;4;0;0;7;0;1;1;3;1;3;3;1;1;1;2
44;4;0;0;7;1;0;0;4;1;1;3;0;4;0;1
31;6;0;0;7;1;0;1;3;1;3;3;0;3;1;1
11;4;0;0;7;1;1;2;4;1;3;3;0;3;4;3
6;5;0;0;7;1;0;3;4;1;4;3;1;0;1;1
7;4;0;0;7;2;1;3;4;1;4;3;1;1;1;1
40;4;0;0;7;1;1;0;0;1;3;4;1;3;1;1
22;4;0;0;7;1;1;1;4;1;4;4;0;1;3;2
1;5;0;0;7;3;0;2;3;1;3;4;1;0;1;2
21;4;0;0;7;0;0;3;4;1;3;4;1;2;3;2
7;5;0;0;7;0;0;0;1;2;4;3;0;0;1;2
26;4;0;0;7;0;0;0;0;2;3;3;1;1;1;1
6;4;0;0;7;0;0;2;1;2;4;3;0;0;3;1
29;4;0;0;7;1;1;4;1;2;0;3;0;1;1;1
12;4;0;0;7;1;0;3;0;2;2;3;0;0;4;0
12;4;0;0;7;1;1;3;1;2;1;3;0;4;2;2
29;4;0;0;7;3;1;3;1;2;4;3;0;2;2;3
8;4;0;0;7;1;0;1;2;2;0;3;0;0;1;1
12;9;0;0;7;1;0;0;2;2;3;3;0;3;1;2
46;4;0;0;7;0;1;3;2;2;3;3;1;0;1;3
18;7;0;0;7;1;0;3;2;2;3;3;1;3;1;2
7;4;0;0;7;1;1;3;2;2;2;3;0;2;3;1
4;5;0;0;7;1;1;2;2;2;1;3;1;3;3;3
2;4;0;0;7;1;0;0;3;2;0;3;1;0;1;1
5;4;0;0;7;0;0;1;3;2;4;3;1;0;1;1
17;5;0;0;7;1;1;1;3;2;4;3;0;0;1;1
11;4;0;0;7;0;0;1;3;2;1;3;1;1;1;2
1;4;0;0;7;1;0;1;4;2;3;3;1;3;1;1
3;4;0;0;7;0;0;2;3;2;4;3;0;4;1;2
3;4;0;0;7;1;0;3;3;2;1;3;0;1;3;2
9;4;0;0;7;0;0;3;4;2;4;4;1;0;1;1
6;4;0;0;7;0;1;3;4;2;2;4;1;1;1;1
12;4;0;0;7;0;1;1;1;2;3;4;1;3;1;4
6;4;0;0;7;1;0;0;0;3;0;3;1;0;1;1
2;4;0;0;7;0;0;0;1;3;0;3;1;1;1;1
20;4;0;0;7;0;1;0;1;3;4;3;0;0;1;2
4;4;0;0;7;1;1;1;1;3;3;3;0;0;1;4
6;4;0;0;7;1;0;1;0;3;0;3;0;3;3;1
17;4;0;0;7;0;1;1;1;3;3;3;1;3;1;1
5;4;0;0;7;0;1;2;1;3;4;3;1;1;1;2
15;4;0;0;7;1;1;2;1;3;3;3;1;4;3;3
22;6;0;0;7;1;0;4;0;3;4;3;0;4;4;1
12;4;0;0;7;1;1;1;2;3;3;3;1;0;1;2
25;6;0;0;7;1;0;0;2;3;0;3;1;4;1;2
20;5;0;0;7;1;1;2;2;3;0;3;1;0;1;1
7;4;0;0;7;0;0;2;2;3;3;3;1;1;2;2
13;4;0;0;7;1;0;0;3;3;0;3;1;0;1;1
24;4;0;0;7;1;0;0;4;3;0;3;1;0;1;1
3;4;0;0;7;1;0;0;4;3;0;3;0;0;1;1
52;5;0;0;7;1;0;0;4;3;0;3;1;0;1;1
17;4;0;0;7;1;0;0;4;3;4;3;0;0;1;1
4;7;0;0;7;0;0;0;4;3;0;3;1;0;1;1
15;4;0;0;7;0;0;1;3;3;4;3;0;0;1;2
52;5;0;0;7;0;0;1;3;3;0;3;0;0;1;0
53;4;0;0;7;1;0;1;3;3;4;3;0;1;1;1
42;4;0;0;7;0;1;1;3;3;0;3;1;1;1;1
10;5;0;0;7;0;1;1;4;3;4;3;1;1;1;2
12;4;0;0;7;1;0;1;3;3;1;3;0;1;1;1
3;4;0;0;7;0;1;0;3;3;1;3;1;1;1;2
15;4;0;0;7;0;1;1;3;3;4;3;0;3;4;4
18;4;0;0;7;0;1;3;3;3;4;3;1;1;1;1
15;4;0;0;7;3;0;3;4;3;2;3;0;1;1;2
20;4;0;0;7;1;0;3;1;3;4;4;1;1;1;3
6;5;0;0;7;1;0;0;3;3;4;4;1;1;1;1
4;4;0;0;7;0;0;1;3;3;3;4;0;2;1;1
10;4;0;0;7;1;0;1;0;4;4;3;1;0;3;2
6;4;0;0;7;1;1;0;0;4;4;3;1;0;1;1
32;5;0;0;7;1;1;1;1;4;3;3;1;3;1;2
4;5;0;0;7;2;0;3;0;4;0;3;1;0;1;2
26;4;0;0;7;0;0;3;1;4;3;3;1;0;1;1
11;4;0;0;7;1;1;3;0;4;3;3;1;0;1;4
6;5;0;0;7;1;1;3;1;4;1;3;0;3;1;2
3;4;0;0;7;0;1;1;2;4;0;3;1;0;1;4
12;4;0;0;7;1;1;3;2;4;1;3;1;1;1;2
46;4;0;0;7;1;0;0;4;4;0;3;1;0;4;4
12;4;0;0;7;0;1;0;4;4;0;3;0;1;1;1
62;4;0;0;7;0;1;1;3;4;0;3;1;0;1;1
22;4;0;0;7;1;0;0;4;4;3;3;1;0;1;4
22;4;0;0;7;1;0;3;3;4;4;3;1;0;1;2
15;5;0;0;7;1;1;3;3;4;0;3;1;1;1;2
2;4;0;0;7;1;0;4;4;4;3;3;0;0;1;1
12;4;0;0;7;0;1;3;0;4;1;4;1;3;1;1
10;6;0;0;7;0;0;1;2;4;0;4;0;1;1;1
31;4;0;0;7;1;0;0;3;4;4;4;1;0;1;1
7;5;0;0;7;0;0;0;4;4;4;4;1;0;1;1
37;5;0;0;7;1;0;1;4;4;4;4;0;0;1;4
28;4;0;0;7;1;0;1;4;4;1;4;1;0;1;1
13;4;0;0;7;0;0;0;4;4;4;4;1;3;1;1
18;6;0;0;7;1;0;2;4;4;0;4;1;0;1;1
50;12;0;1;7;1;1;0;0;0;0;0;1;0;3;0
51;6;0;1;7;1;1;3;0;0;1;0;0;3;1;4
28;4;0;1;7;1;0;3;0;0;2;0;0;3;2;4
13;4;0;1;7;0;1;4;0;0;2;0;0;2;1;4
26;6;0;1;7;1;1;1;3;0;0;0;0;0;3;2
35;5;0;1;7;0;0;1;1;0;3;1;1;3;1;4
4;4;0;1;7;0;1;1;3;0;3;1;0;2;2;0
38;6;0;1;7;0;0;0;0;1;3;0;0;1;4;2
33;4;0;1;7;0;0;2;0;1;0;0;1;2;1;3
29;4;0;1;7;1;1;4;0;1;2;0;0;2;2;0
19;5;0;1;7;1;0;2;3;1;4;0;0;1;1;1
30;4;0;1;7;2;0;0;0;1;4;1;1;0;1;0
54;5;0;1;7;1;0;0;1;1;0;1;1;0;1;1
28;4;0;1;7;1;1;0;0;1;0;1;1;0;1;1
29;4;0;1;7;1;1;1;1;1;4;1;1;1;3;2
29;4;0;1;7;1;1;1;1;1;3;1;0;3;3;2
46;8;0;1;7;1;0;2;1;1;3;1;1;1;1;1
34;5;0;1;7;0;1;3;0;1;3;1;1;0;3;1
30;4;0;1;7;0;1;3;3;1;4;1;1;3;3;4
60;4;0;1;7;1;0;0;1;2;0;0;1;1;3;2
35;5;0;1;7;1;0;0;1;2;0;0;0;0;1;1
42;5;0;1;7;0;0;1;1;2;0;0;1;0;1;1
22;5;0;1;7;1;0;1;1;2;3;0;0;0;1;4
5;4;0;1;7;0;1;3;1;2;3;0;0;0;2;3
14;4;0;1;7;1;0;3;0;2;4;0;0;3;1;2
63;8;0;1;7;0;1;2;1;2;1;1;1;1;3;3
28;6;0;1;7;1;1;0;3;2;1;1;0;0;4;1
1;4;0;1;7;1;1;1;3;2;2;1;1;3;3;2
61;7;0;1;7;1;0;4;3;2;2;1;0;0;1;0
52;4;0;1;7;0;0;3;2;2;3;1;1;4;1;1
22;4;0;1;7;0;1;0;1;3;4;0;0;1;3;2
52;4;0;1;7;1;1;1;0;3;0;0;0;1;3;2
51;4;0;1;7;0;1;1;0;3;3;0;0;0;1;0
51;5;0;1;7;1;1;2;1;3;1;0;0;2;4;1
28;4;0;1;7;1;1;3;1;3;3;0;0;1;2;4
27;4;0;1;7;0;1;3;1;3;3;0;1;3;1;1
48;4;0;1;7;1;1;0;2;3;4;0;0;1;1;3
42;4;0;1;7;0;1;3;2;3;1;0;0;3;3;2
33;4;0;1;7;1;0;0;1;3;0;1;1;0;3;3
36;5;0;1;7;0;0;0;1;3;0;1;1;0;1;1
37;4;0;1;7;0;0;0;0;3;1;1;1;0;3;1
37;4;0;1;7;0;0;0;1;3;3;1;1;1;3;2
38;4;0;1;7;0;0;2;1;3;0;1;1;0;3;2
60;6;0;1;7;1;1;2;1;3;4;1;1;1;3;2
35;4;0;1;7;0;1;3;0;3;4;1;1;1;3;2
29;4;0;1;7;0;0;2;2;3;4;1;0;1;1;2
22;6;0;1;7;0;1;1;3;3;4;1;0;0;3;2
18;6;0;1;7;1;0;2;4;3;4;1;1;0;1;1
60;6;0;1;7;1;1;3;3;3;4;1;1;3;3;2
0;5;0;1;7;1;1;0;0;4;0;0;0;0;3;1
5;4;0;1;7;1;1;1;1;4;0;0;1;1;2;2
63;4;0;1;7;1;0;1;0;4;0;0;0;3;1;1
44;5;0;1;7;1;0;3;1;4;0;0;0;0;1;1
42;5;0;1;7;0;0;0;4;4;0;0;0;2;1;1
13;5;0;1;7;1;0;4;3;4;3;0;1;0;1;1
63;6;0;1;7;0;1;2;1;4;4;1;1;4;1;3
52;14;0;1;7;1;0;2;3;4;4;1;1;1;1;1
5;4;0;1;7;0;1;1;3;1;3;3;1;3;1;2
18;5;0;1;7;1;1;3;3;1;3;3;1;0;1;3
9;5;0;1;7;1;0;0;4;1;4;4;1;0;1;1
58;4;0;1;7;1;0;1;4;1;0;4;1;0;1;1
39;6;0;1;7;3;1;0;1;1;3;4;1;0;1;2
31;4;0;1;7;1;0;0;4;0;2;3;1;3;3;1
5;4;0;1;7;1;0;4;1;0;3;4;1;0;1;1
45;4;0;1;7;0;0;1;1;2;0;3;1;1;1;1
6;5;0;1;7;0;0;0;0;2;1;3;0;0;1;1
0;4;0;1;7;0;1;1;0;2;2;3;1;3;1;4
51;4;0;1;7;0;1;2;1;2;1;3;1;3;3;2
5;4;0;1;7;3;0;0;4;2;4;3;1;1;3;1
30;5;0;1;7;0;1;3;3;2;3;3;1;1;2;3
18;7;0;1;7;0;1;0;2;2;3;4;1;0;3;2
28;4;0;1;7;0;0;2;2;2;0;4;0;0;1;1
63;4;0;1;7;0;0;4;2;2;1;3;1;1;1;1
33;5;0;1;7;1;0;1;1;3;4;3;1;0;1;1
45;4;0;1;7;0;1;3;1;3;4;3;0;1;1;2
0;5;0;1;7;0;1;3;1;3;4;3;1;1;1;2
15;4;0;1;7;1;0;0;2;3;0;3;1;0;1;2
9;4;0;1;7;0;0;1;2;3;3;3;1;1;1;2
35;5;0;1;7;1;0;2;2;3;4;3;0;0;1;2
13;6;0;1;7;0;1;0;4;3;3;3;1;1;1;1
28;5;0;1;7;2;1;1;3;3;4;3;1;3;1;2
56;8;0;1;7;1;0;3;3;3;4;3;1;3;1;1
9;4;0;1;7;1;1;3;3;3;4;3;0;2;3;2
60;5;0;1;7;1;0;4;4;3;4;4;1;0;1;1
36;6;0;1;7;0;0;0;1;4;0;3;1;0;1;1
59;6;0;1;7;1;1;2;0;4;0;3;1;0;1;2
62;4;0;1;7;1;1;3;1;4;0;3;0;0;1;2
29;6;0;1;7;0;0;0;2;4;0;3;0;0;1;1
33;4;0;1;7;1;0;0;3;4;4;3;0;0;1;1
57;4;0;1;7;0;0;0;3;4;0;3;1;0;1;4
42;4;0;1;7;1;0;0;4;4;4;3;0;0;1;1
60;6;0;1;7;0;1;1;3;4;0;3;1;0;1;2
59;4;0;1;7;1;0;0;3;4;3;3;1;0;1;1
45;4;0;1;7;0;0;0;3;4;3;3;1;1;1;1
33;4;0;1;7;1;1;0;4;4;3;3;1;0;1;2
33;4;0;1;7;0;0;0;0;4;2;4;1;3;1;1
33;4;0;1;7;1;0;3;2;4;4;4;1;0;1;0
19;4;0;1;7;1;0;0;3;4;4;4;0;0;3;2
27;4;0;1;7;0;0;0;4;4;4;4;1;1;1;1
27;4;0;1;7;1;0;1;4;4;0;4;1;0;1;1
36;5;0;1;7;0;1;0;4;4;0;4;1;0;1;2
74;4;0;1;7;0;1;0;4;4;3;4;1;0;1;1
40;4;0;2;7;1;0;0;0;0;0;0;0;0;1;3
38;4;0;2;7;1;1;3;0;0;1;0;0;0;2;4
45;6;0;2;7;1;0;1;2;0;0;1;0;1;2;1
37;4;0;2;7;1;1;2;1;1;3;0;0;1;1;4
23;4;0;2;7;1;0;0;0;1;3;1;1;0;1;1
5;5;0;2;7;1;0;0;2;1;4;0;0;3;1;4
34;8;0;2;7;1;0;4;3;1;0;0;1;2;1;0
25;6;0;2;7;0;0;0;0;3;4;0;0;0;1;1
36;4;0;2;7;0;0;0;1;3;0;0;0;0;1;1
49;5;0;2;7;1;1;1;0;3;1;0;0;0;1;1
27;4;0;2;7;1;0;4;0;3;3;0;0;4;1;4
36;6;0;2;7;0;0;0;3;3;4;0;1;0;1;1
6;4;0;2;7;1;1;3;3;3;0;0;0;1;3;1
38;4;0;2;7;0;1;3;3;3;4;0;0;3;1;4
36;4;0;2;7;1;1;0;0;3;3;1;0;0;1;3
17;7;0;2;7;0;1;1;3;3;3;1;0;3;1;1
41;4;0;2;7;1;0;3;2;3;3;0;0;1;1;4
30;6;0;2;7;1;0;0;4;4;0;0;0;0;1;1
