algorithm;dataset;k;qids;iterations;eliteFraction;crossoverFraction;mutationProbability;timeLimit;stepLimit;limitByOptimalLoss;batchNumber;time;externalUtility;internalUtility
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;42;0.0023333333333328543;0.9976666665999999
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;64;0.09849247070601197;0.9014882778833331
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;1215;0.1255748127790729;0.8739997439083333
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;1964;0.13282241854300803;0.8664754970583332
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;9692;0.14077081885459153;0.8585140330416665
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;16687;0.16425743075814336;0.8349685507124998
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;54540;0.24977631574773207;0.7230487887791665
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;54634;0.28971569302470623;0.6785567536916667
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;54724;0.29535957827622006;0.6737297542916665
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;54963;0.30967525154438624;0.6580833679416667
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;54999;0.3118194559876273;0.655666873125
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;55095;0.33612872518188885;0.6279977580583334
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;56406;0.3409573828655392;0.6229331073875001
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;99182;0.3548432931785772;0.6108315309166668
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;100481;0.3574031678858862;0.6078712573500001
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;187324;0.3577563096099966;0.6074232797166667
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;187394;0.3595684976621787;0.6048292875416666
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;188204;0.35989449809270224;0.6045927616458333
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;188643;0.35997670942007864;0.6045172588708333
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;190093;0.3620292144450765;0.60326149975
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;190266;0.36282063307946455;0.6019056926583333
BEST_EFFORT_BOTTOM_UP;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;207074;0.36439715534582895;0.5997646368708334
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;22;0.04810946101910529;0.9517321127624997
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;632;0.0559594104978145;0.9412666666624998
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;663;0.05622865214664163;0.931149999995833
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;960;0.2599755088034429;0.7236762979583332
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;1777;0.30435602753774194;0.6712599943666667
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;1888;0.3320440911268986;0.6585343686208334
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;2154;0.40699767294198586;0.5774656868375001
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;13051;0.41942673309451983;0.5756349475791666
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;13603;0.40523805035805494;0.5660472908333333
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;14823;0.42242429723509145;0.5640262672416667
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;16335;0.42102824908913716;0.5566843513708333
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;16533;0.4441729073870797;0.5228572174
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;19338;0.46219851498654485;0.5096060602666667
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;19708;0.46293387726659874;0.5081750113125001
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;21655;0.46781328421828783;0.5056813581125
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;21893;0.4683860110998447;0.5024342530666667
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;22156;0.4782543634638937;0.48968402299166675
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;24391;0.4826617763601583;0.48516351117916673
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;26988;0.4872044704463806;0.4805651118291666
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;27006;0.4901655633577717;0.47646523835
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;27371;0.49029909736912725;0.47634728213750005
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;33223;0.4910004175894437;0.47559812268750007
BEST_EFFORT_GENETIC;CREDITCARD;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;false;1;34884;0.49790339688372287;0.4703164846333334
