algorithm;dataset;k;qids;iterations;eliteFraction;crossoverFraction;mutationProbability;timeLimit;stepLimit;limitByOptimalLoss;batchNumber;time;externalUtility;internalUtility
BEST_EFFORT_BOTTOM_UP;ADULT;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;1;110;0.7296212378705822;0
BEST_EFFORT_BOTTOM_UP;ADULT;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;2;110;0.7296212378705822;0
BEST_EFFORT_BOTTOM_UP;ADULT;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;3;106;0.7296212378705822;0
BEST_EFFORT_BOTTOM_UP;ADULT;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;4;108;0.7296212378705822;0
BEST_EFFORT_BOTTOM_UP;ADULT;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;5;106;0.7296212378705822;0
BEST_EFFORT_BOTTOM_UP;CUP;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;1;3779;0.8529162148271839;0
BEST_EFFORT_BOTTOM_UP;CUP;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;2;3454;0.8529162148271839;0
BEST_EFFORT_BOTTOM_UP;CUP;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;3;3355;0.8529162148271839;0
BEST_EFFORT_BOTTOM_UP;CUP;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;4;3323;0.8529162148271839;0
BEST_EFFORT_BOTTOM_UP;CUP;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;5;3494;0.8529162148271839;0
BEST_EFFORT_BOTTOM_UP;FARS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;1;224;0.8376062287127768;0
BEST_EFFORT_BOTTOM_UP;FARS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;2;223;0.8376062287127768;0
BEST_EFFORT_BOTTOM_UP;FARS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;3;223;0.8376062287127768;0
BEST_EFFORT_BOTTOM_UP;FARS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;4;231;0.8376062287127768;0
BEST_EFFORT_BOTTOM_UP;FARS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;5;225;0.8376062287127768;0
BEST_EFFORT_BOTTOM_UP;ATUS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;1;527;0.9000490313023302;0
BEST_EFFORT_BOTTOM_UP;ATUS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;2;563;0.9000490313023302;0
BEST_EFFORT_BOTTOM_UP;ATUS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;3;531;0.9000490313023302;0
BEST_EFFORT_BOTTOM_UP;ATUS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;4;537;0.9000490313023302;0
BEST_EFFORT_BOTTOM_UP;ATUS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;5;530;0.9000490313023302;0
BEST_EFFORT_BOTTOM_UP;IHIS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;1;17650;0.8209660559122881;0
BEST_EFFORT_BOTTOM_UP;IHIS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;2;18613;0.8209660559122881;0
BEST_EFFORT_BOTTOM_UP;IHIS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;3;17673;0.8209660559122881;0
BEST_EFFORT_BOTTOM_UP;IHIS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;4;17658;0.8209660559122881;0
BEST_EFFORT_BOTTOM_UP;IHIS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;5;17359;0.8209660559122881;0
BEST_EFFORT_GENETIC;ADULT;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;1;398;0.7296212378705822;0
BEST_EFFORT_GENETIC;ADULT;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;2;351;0.7296212378705822;0
BEST_EFFORT_GENETIC;ADULT;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;3;325;0.7296212378705822;0
BEST_EFFORT_GENETIC;ADULT;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;4;330;0.7296212378705822;0
BEST_EFFORT_GENETIC;ADULT;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;5;312;0.7296212378705822;0
BEST_EFFORT_GENETIC;CUP;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;1;1398;0.8529162148271839;0
BEST_EFFORT_GENETIC;CUP;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;2;1462;0.8529162148271839;0
BEST_EFFORT_GENETIC;CUP;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;3;1609;0.8529162148271839;0
BEST_EFFORT_GENETIC;CUP;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;4;1699;0.8529162148271839;0
BEST_EFFORT_GENETIC;CUP;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;5;1599;0.8529162148271839;0
BEST_EFFORT_GENETIC;FARS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;1;831;0.8376062287127768;0
BEST_EFFORT_GENETIC;FARS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;2;893;0.8376062287127768;0
BEST_EFFORT_GENETIC;FARS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;3;935;0.8376062287127768;0
BEST_EFFORT_GENETIC;FARS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;4;956;0.8376062287127768;0
BEST_EFFORT_GENETIC;FARS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;5;1036;0.8376062287127768;0
BEST_EFFORT_GENETIC;ATUS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;1;4313;0.9000490313023302;0
BEST_EFFORT_GENETIC;ATUS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;2;5270;0.9000490313023302;0
BEST_EFFORT_GENETIC;ATUS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;3;4281;0.9000490313023302;0
BEST_EFFORT_GENETIC;ATUS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;4;4837;0.9000490313023302;0
BEST_EFFORT_GENETIC;ATUS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;5;5750;0.9000490313023302;0
BEST_EFFORT_GENETIC;IHIS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;1;16223;0.8209660559122881;0
BEST_EFFORT_GENETIC;IHIS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;2;15017;0.8209660559122881;0
BEST_EFFORT_GENETIC;IHIS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;3;11851;0.8209660559122881;0
BEST_EFFORT_GENETIC;IHIS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;4;20330;0.8209660559122881;0
BEST_EFFORT_GENETIC;IHIS;5;0;2147483647;0.2;0.4;0.05;300000;2147483647;true;5;14893;0.8209660559122881;0
BEST_EFFORT_TOP_DOWN;ADULT;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;1;77;0.7296212378705822;0
BEST_EFFORT_TOP_DOWN;ADULT;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;2;76;0.7296212378705822;0
BEST_EFFORT_TOP_DOWN;ADULT;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;3;75;0.7296212378705822;0
BEST_EFFORT_TOP_DOWN;ADULT;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;4;76;0.7296212378705822;0
BEST_EFFORT_TOP_DOWN;ADULT;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;5;76;0.7296212378705822;0
BEST_EFFORT_TOP_DOWN;CUP;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;1;298;0.8529162148271839;0
BEST_EFFORT_TOP_DOWN;CUP;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;2;298;0.8529162148271839;0
BEST_EFFORT_TOP_DOWN;CUP;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;3;302;0.8529162148271839;0
BEST_EFFORT_TOP_DOWN;CUP;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;4;302;0.8529162148271839;0
BEST_EFFORT_TOP_DOWN;CUP;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;5;296;0.8529162148271839;0
BEST_EFFORT_TOP_DOWN;FARS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;1;306;0.8376062287127768;0
BEST_EFFORT_TOP_DOWN;FARS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;2;310;0.8376062287127768;0
BEST_EFFORT_TOP_DOWN;FARS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;3;305;0.8376062287127768;0
BEST_EFFORT_TOP_DOWN;FARS;5;0;2147483647;0.2;0.4;0.05;600000;2147483647;true;4;309;0.8376062287127768;0
