0;464;464;464;465
1;466;467;468;465
2;466;467;468;465
3;469;467;468;465
4;469;467;468;465
5;466;467;468;465
6;466;467;468;465
7;466;467;468;465
8;469;467;468;465
9;478;478;478;465
10;466;467;468;465
11;466;467;468;465
12;466;467;468;465
13;466;467;468;465
14;470;467;468;465
15;466;467;468;465
16;469;467;468;465
17;466;467;468;465
18;466;467;468;465
19;466;467;468;465
20;470;467;468;465
21;466;467;468;465
22;466;467;468;465
23;472;473;468;465
24;466;467;468;465
25;466;467;468;465
26;472;473;468;465
27;466;467;468;465
28;464;464;464;465
29;466;467;468;465
30;470;467;468;465
31;466;467;468;465
32;466;467;468;465
33;466;467;468;465
34;469;467;468;465
35;466;467;468;465
36;466;467;468;465
37;466;467;468;465
38;470;467;468;465
39;466;467;468;465
40;472;473;468;465
41;466;467;468;465
42;466;467;468;465
43;466;467;468;465
44;466;467;468;465
45;474;473;468;465
46;466;467;468;465
47;469;467;468;465
48;466;467;468;465
49;466;467;468;465
50;466;467;468;465
51;466;467;468;465
52;466;467;468;465
53;469;467;468;465
54;469;467;468;465
55;469;467;468;465
56;466;467;468;465
57;471;467;468;465
58;476;473;468;465
59;470;467;468;465
60;466;467;468;465
61;469;467;468;465
62;466;467;468;465
63;466;467;468;465
64;476;473;468;465
65;466;467;468;465
66;466;467;468;465
67;466;467;468;465
68;466;467;468;465
69;466;467;468;465
70;466;467;468;465
71;466;467;468;465
72;466;467;468;465
73;466;467;468;465
74;469;467;468;465
75;466;467;468;465
76;466;467;468;465
77;472;473;468;465
78;466;467;468;465
79;466;467;468;465
80;475;473;468;465
81;471;467;468;465
82;470;467;468;465
83;466;467;468;465
84;469;467;468;465
85;466;467;468;465
86;466;467;468;465
87;469;467;468;465
88;470;467;468;465
89;466;467;468;465
90;466;467;468;465
91;466;467;468;465
92;466;467;468;465
93;469;467;468;465
94;469;467;468;465
95;466;467;468;465
96;466;467;468;465
97;477;477;468;465
98;466;467;468;465
99;474;473;468;465
100;466;467;468;465
101;466;467;468;465
102;466;467;468;465
103;466;467;468;465
104;466;467;468;465
105;466;467;468;465
106;466;467;468;465
107;475;473;468;465
108;472;473;468;465
109;474;473;468;465
110;466;467;468;465
111;469;467;468;465
112;474;473;468;465
113;469;467;468;465
114;466;467;468;465
115;470;467;468;465
116;466;467;468;465
117;469;467;468;465
118;466;467;468;465
119;466;467;468;465
120;466;467;468;465
121;469;467;468;465
122;466;467;468;465
123;466;467;468;465
124;466;467;468;465
125;466;467;468;465
126;472;473;468;465
127;469;467;468;465
128;466;467;468;465
129;466;467;468;465
130;466;467;468;465
131;469;467;468;465
132;476;473;468;465
133;466;467;468;465
134;466;467;468;465
135;472;473;468;465
136;476;473;468;465
137;466;467;468;465
138;466;467;468;465
139;475;473;468;465
140;469;467;468;465
141;469;467;468;465
142;466;467;468;465
143;466;467;468;465
144;469;467;468;465
145;471;467;468;465
146;469;467;468;465
147;469;467;468;465
148;466;467;468;465
149;466;467;468;465
150;466;467;468;465
151;466;467;468;465
152;466;467;468;465
153;469;467;468;465
154;470;467;468;465
155;469;467;468;465
156;470;467;468;465
157;477;477;468;465
158;466;467;468;465
159;475;473;468;465
160;471;467;468;465
161;466;467;468;465
162;466;467;468;465
