0;566;562;563;564
1;565;562;563;564
2;561;562;563;564
3;565;562;563;564
4;565;562;563;564
5;566;562;563;564
6;566;562;563;564
7;566;562;563;564
8;561;562;563;564
9;566;562;563;564
10;566;562;563;564
11;566;562;563;564
12;561;562;563;564
13;565;562;563;564
14;565;562;563;564
15;565;562;563;564
16;565;562;563;564
17;565;562;563;564
18;561;562;563;564
19;565;562;563;564
20;566;562;563;564
21;566;562;563;564
22;565;562;563;564
23;566;562;563;564
24;570;569;563;564
25;565;562;563;564
26;565;562;563;564
27;566;562;563;564
28;566;562;563;564
29;566;562;563;564
30;567;562;563;564
31;565;562;563;564
32;566;562;563;564
33;568;569;563;564
34;565;562;563;564
35;565;562;563;564
36;561;562;563;564
37;565;562;563;564
38;568;569;563;564
39;572;569;563;564
40;565;562;563;564
41;565;562;563;564
42;566;562;563;564
43;565;562;563;564
44;565;562;563;564
45;565;562;563;564
46;565;562;563;564
47;565;562;563;564
48;565;562;563;564
49;571;569;563;564
50;566;562;563;564
51;561;562;563;564
52;566;562;563;564
53;567;562;563;564
54;561;562;563;564
55;566;562;563;564
56;565;562;563;564
57;561;562;563;564
58;568;569;563;564
59;561;562;563;564
60;561;562;563;564
61;565;562;563;564
62;573;574;563;564
63;567;562;563;564
64;571;569;563;564
65;566;562;563;564
66;565;562;563;564
67;565;562;563;564
68;568;569;563;564
69;566;562;563;564
70;565;562;563;564
71;565;562;563;564
72;566;562;563;564
73;566;562;563;564
74;565;562;563;564
75;567;562;563;564
76;567;562;563;564
77;561;562;563;564
78;566;562;563;564
79;565;562;563;564
80;561;562;563;564
81;565;562;563;564
82;566;562;563;564
83;561;562;563;564
84;561;562;563;564
85;566;562;563;564
86;565;562;563;564
87;561;562;563;564
88;565;562;563;564
89;568;569;563;564
90;565;562;563;564
91;566;562;563;564
92;567;562;563;564
93;565;562;563;564
94;566;562;563;564
95;568;569;563;564
96;561;562;563;564
97;561;562;563;564
98;561;562;563;564
99;565;562;563;564
100;568;569;563;564
101;566;562;563;564
102;565;562;563;564
103;565;562;563;564
104;561;562;563;564
105;566;562;563;564
106;561;562;563;564
107;570;569;563;564
108;567;562;563;564
109;561;562;563;564
110;565;562;563;564
111;565;562;563;564
112;568;569;563;564
113;572;569;563;564
114;566;562;563;564
115;565;562;563;564
116;572;569;563;564
117;567;562;563;564
118;568;569;563;564
119;566;562;563;564
120;567;562;563;564
121;566;562;563;564
122;561;562;563;564
123;561;562;563;564
124;567;562;563;564
125;565;562;563;564
126;567;562;563;564
127;566;562;563;564
128;567;562;563;564
129;561;562;563;564
130;567;562;563;564
131;566;562;563;564
132;567;562;563;564
133;576;574;563;564
134;568;569;563;564
135;566;562;563;564
136;567;562;563;564
137;567;562;563;564
138;571;569;563;564
139;568;569;563;564
140;572;569;563;564
141;571;569;563;564
142;561;562;563;564
143;566;562;563;564
144;566;562;563;564
145;565;562;563;564
146;566;562;563;564
147;561;562;563;564
148;566;562;563;564
149;568;569;563;564
150;570;569;563;564
151;568;569;563;564
152;566;562;563;564
153;567;562;563;564
154;572;569;563;564
155;570;569;563;564
156;567;562;563;564
157;565;562;563;564
158;565;562;563;564
159;568;569;563;564
160;566;562;563;564
161;566;562;563;564
162;567;562;563;564
163;567;562;563;564
164;566;562;563;564
165;570;569;563;564
166;570;569;563;564
167;565;562;563;564
168;561;562;563;564
169;573;574;563;564
170;567;562;563;564
171;565;562;563;564
172;561;562;563;564
173;568;569;563;564
174;567;562;563;564
175;567;562;563;564
176;571;569;563;564
177;573;574;563;564
178;566;562;563;564
179;565;562;563;564
180;561;562;563;564
181;561;562;563;564
182;567;562;563;564
183;570;569;563;564
184;570;569;563;564
185;567;562;563;564
186;567;562;563;564
187;567;562;563;564
188;566;562;563;564
189;561;562;563;564
