1000;[1000,4000];[1000,7000]
2000;[1000,4000];[1000,7000]
3000;[1000,4000];[1000,7000]
4000;[1000,4000];[1000,7000]
5000;[5000,7000];[1000,7000]
6000;[5000,7000];[1000,7000]
7000;[5000,7000];[1000,7000]
