60;{60};*
0;{0, 10, 20, 30, 40, 50, 70};*
10;{0, 10, 20, 30, 40, 50, 70};*
20;{0, 10, 20, 30, 40, 50, 70};*
30;{0, 10, 20, 30, 40, 50, 70};*
40;{0, 10, 20, 30, 40, 50, 70};*
50;{0, 10, 20, 30, 40, 50, 70};*
70;{0, 10, 20, 30, 40, 50, 70};*
