2;[2,3];[0,9]
3;[2,3];[0,9]
4;[0,4];[0,9]
0;[0,4];[0,9]
1;[1,6];[0,9]
6;[1,6];[0,9]
7;[7,8];[0,9]
8;[7,8];[0,9]
9;[5,9];[0,9]
5;[5,9];[0,9]
