0;[0,13];[0,19]
1;[0,13];[0,19]
2;[0,13];[0,19]
5;[0,13];[0,19]
13;[0,13];[0,19]
9;[7,19];[0,19]
16;[7,19];[0,19]
7;[7,19];[0,19]
19;[7,19];[0,19]
8;[6,8];[0,19]
6;[6,8];[0,19]
11;[11,18];[0,19]
17;[11,18];[0,19]
12;[11,18];[0,19]
18;[11,18];[0,19]
10;[3,15];[0,19]
15;[3,15];[0,19]
14;[3,15];[0,19]
4;[3,15];[0,19]
3;[3,15];[0,19]
