1;[0,7];[0,23];[0,24]
0;[0,7];[0,23];[0,24]
7;[0,7];[0,23];[0,24]
4;[0,7];[0,23];[0,24]
5;[2,23];[0,23];[0,24]
17;[2,23];[0,23];[0,24]
23;[2,23];[0,23];[0,24]
6;[2,23];[0,23];[0,24]
2;[2,23];[0,23];[0,24]
22;[2,23];[0,23];[0,24]
21;[2,23];[0,23];[0,24]
3;[2,23];[0,23];[0,24]
8;[2,23];[0,23];[0,24]
9;[2,23];[0,23];[0,24]
10;[2,23];[0,23];[0,24]
15;[2,23];[0,23];[0,24]
13;[11,18];[11,24];[0,24]
11;[11,18];[11,24];[0,24]
18;[11,18];[11,24];[0,24]
16;[11,18];[11,24];[0,24]
12;[12,24];[11,24];[0,24]
19;[12,24];[11,24];[0,24]
14;[12,24];[11,24];[0,24]
20;[12,24];[11,24];[0,24]
24;[12,24];[11,24];[0,24]
