0;[0,4];[0,19];[0,95]
1;[0,4];[0,19];[0,95]
2;[0,4];[0,19];[0,95]
3;[0,4];[0,19];[0,95]
4;[0,4];[0,19];[0,95]
5;[5,9];[0,19];[0,95]
6;[5,9];[0,19];[0,95]
7;[5,9];[0,19];[0,95]
8;[5,9];[0,19];[0,95]
9;[5,9];[0,19];[0,95]
10;[10,14];[0,19];[0,95]
11;[10,14];[0,19];[0,95]
12;[10,14];[0,19];[0,95]
13;[10,14];[0,19];[0,95]
14;[10,14];[0,19];[0,95]
15;[15,19];[0,19];[0,95]
16;[15,19];[0,19];[0,95]
17;[15,19];[0,19];[0,95]
18;[15,19];[0,19];[0,95]
19;[15,19];[0,19];[0,95]
20;[20,24];[20,39];[0,95]
21;[20,24];[20,39];[0,95]
22;[20,24];[20,39];[0,95]
23;[20,24];[20,39];[0,95]
24;[20,24];[20,39];[0,95]
25;[25,29];[20,39];[0,95]
26;[25,29];[20,39];[0,95]
27;[25,29];[20,39];[0,95]
28;[25,29];[20,39];[0,95]
29;[25,29];[20,39];[0,95]
30;[30,34];[20,39];[0,95]
31;[30,34];[20,39];[0,95]
32;[30,34];[20,39];[0,95]
33;[30,34];[20,39];[0,95]
34;[30,34];[20,39];[0,95]
35;[35,39];[20,39];[0,95]
36;[35,39];[20,39];[0,95]
37;[35,39];[20,39];[0,95]
38;[35,39];[20,39];[0,95]
39;[35,39];[20,39];[0,95]
40;[40,44];[40,59];[0,95]
41;[40,44];[40,59];[0,95]
42;[40,44];[40,59];[0,95]
43;[40,44];[40,59];[0,95]
44;[40,44];[40,59];[0,95]
45;[45,49];[40,59];[0,95]
46;[45,49];[40,59];[0,95]
47;[45,49];[40,59];[0,95]
48;[45,49];[40,59];[0,95]
49;[45,49];[40,59];[0,95]
50;[50,54];[40,59];[0,95]
51;[50,54];[40,59];[0,95]
52;[50,54];[40,59];[0,95]
53;[50,54];[40,59];[0,95]
54;[50,54];[40,59];[0,95]
55;[55,59];[40,59];[0,95]
56;[55,59];[40,59];[0,95]
57;[55,59];[40,59];[0,95]
58;[55,59];[40,59];[0,95]
59;[55,59];[40,59];[0,95]
60;[60,64];[60,79];[0,95]
61;[60,64];[60,79];[0,95]
62;[60,64];[60,79];[0,95]
63;[60,64];[60,79];[0,95]
64;[60,64];[60,79];[0,95]
65;[65,69];[60,79];[0,95]
66;[65,69];[60,79];[0,95]
67;[65,69];[60,79];[0,95]
68;[65,69];[60,79];[0,95]
69;[65,69];[60,79];[0,95]
70;[70,74];[60,79];[0,95]
71;[70,74];[60,79];[0,95]
72;[70,74];[60,79];[0,95]
73;[70,74];[60,79];[0,95]
74;[70,74];[60,79];[0,95]
75;[75,79];[60,79];[0,95]
76;[75,79];[60,79];[0,95]
77;[75,79];[60,79];[0,95]
78;[75,79];[60,79];[0,95]
79;[75,79];[60,79];[0,95]
80;[80,84];[80,95];[0,95]
81;[80,84];[80,95];[0,95]
82;[80,84];[80,95];[0,95]
83;[80,84];[80,95];[0,95]
84;[80,84];[80,95];[0,95]
85;[85,89];[80,95];[0,95]
86;[85,89];[80,95];[0,95]
87;[85,89];[80,95];[0,95]
88;[85,89];[80,95];[0,95]
89;[85,89];[80,95];[0,95]
90;[90,91];[80,95];[0,95]
91;[90,91];[80,95];[0,95]
95;[95,95];[80,95];[0,95]
