0;[0,15];[0,15];[0,17]
1;[1,12];[1,17];[0,17]
2;[0,15];[0,15];[0,17]
3;[3,17];[1,17];[0,17]
4;[0,15];[0,15];[0,17]
5;[5,5];[0,15];[0,17]
6;[0,15];[0,15];[0,17]
7;[1,12];[1,17];[0,17]
8;[1,12];[1,17];[0,17]
9;[1,12];[1,17];[0,17]
10;[1,12];[1,17];[0,17]
11;[1,12];[1,17];[0,17]
12;[1,12];[1,17];[0,17]
13;[0,15];[0,15];[0,17]
14;[3,17];[1,17];[0,17]
15;[0,15];[0,15];[0,17]
16;[3,17];[1,17];[0,17]
17;[3,17];[1,17];[0,17]
